col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25
r055_col_01_1140,r055_col_02_2324,r055_col_03_0502,r055_col_04_1503,r055_col_05_8691,r055_col_06_3524,r055_col_07_6163,r055_col_08_6878,r055_col_09_7432,r055_col_10_5585,r055_col_11_2578,r055_col_12_6062,r055_col_13_5105,r055_col_14_5314,r055_col_15_9299,r055_col_16_9768,r055_col_17_1391,r055_col_18_0861,r055_col_19_2549,r055_col_20_2579,r055_col_21_0815,r055_col_22_1336,r055_col_23_4458,r055_col_24_7259,r055_col_25_6947
r056_col_01_7957,r056_col_02_9946,r056_col_03_7242,r056_col_04_6785,r056_col_05_4475,r056_col_06_3531,r056_col_07_8394,r056_col_08_1864,r056_col_09_5655,r056_col_10_7043,r056_col_11_1816,r056_col_12_4640,r056_col_13_9717,r056_col_14_7972,r056_col_15_8633,r056_col_16_5053,r056_col_17_0744,r056_col_18_3612,r056_col_19_6475,r056_col_20_9819,r056_col_21_0897,r056_col_22_0125,r056_col_23_3349,r056_col_24_4938,r056_col_25_3460
r057_col_01_2248,r057_col_02_4186,r057_col_03_4742,r057_col_04_5375,r057_col_05_1965,r057_col_06_0126,r057_col_07_8149,r057_col_08_7055,r057_col_09_2878,r057_col_10_2116,r057_col_11_6229,r057_col_12_8725,r057_col_13_3770,r057_col_14_8196,r057_col_15_9154,r057_col_16_5802,r057_col_17_1180,r057_col_18_6505,r057_col_19_0693,r057_col_20_7147,r057_col_21_0307,r057_col_22_7532,r057_col_23_1275,r057_col_24_5129,r057_col_25_9433
r058_col_01_7033,r058_col_02_9394,r058_col_03_6626,r058_col_04_6843,r058_col_05_4743,r058_col_06_1887,r058_col_07_6636,r058_col_08_0341,r058_col_09_5321,r058_col_10_2815,r058_col_11_7538,r058_col_12_5928,r058_col_13_1443,r058_col_14_7155,r058_col_15_1734,r058_col_16_3986,r058_col_17_7138,r058_col_18_9648,r058_col_19_6560,r058_col_20_8584,r058_col_21_1288,r058_col_22_6484,r058_col_23_5083,r058_col_24_5562,r058_col_25_3630
r059_col_01_5456,r059_col_02_2754,r059_col_03_1251,r059_col_04_8363,r059_col_05_1868,r059_col_06_8693,r059_col_07_8355,r059_col_08_3176,r059_col_09_5724,r059_col_10_5752,r059_col_11_2419,r059_col_12_3871,r059_col_13_1684,r059_col_14_2399,r059_col_15_4193,r059_col_16_3232,r059_col_17_2842,r059_col_18_9869,r059_col_19_2504,r059_col_20_1234,r059_col_21_2902,r059_col_22_8095,r059_col_23_7601,r059_col_24_9236,r059_col_25_9494
r060_col_01_7354,r060_col_02_9248,r060_col_03_5295,r060_col_04_5179,r060_col_05_2473,r060_col_06_7205,r060_col_07_1118,r060_col_08_7682,r060_col_09_7245,r060_col_10_4961,r060_col_11_4500,r060_col_12_9689,r060_col_13_0920,r060_col_14_5766,r060_col_15_8312,r060_col_16_1215,r060_col_17_5085,r060_col_18_7565,r060_col_19_7404,r060_col_20_0616,r060_col_21_0932,r060_col_22_6041,r060_col_23_4703,r060_col_24_1257,r060_col_25_1479
r061_col_01_9733,r061_col_02_8307,r061_col_03_6299,r061_col_04_7581,r061_col_05_9508,r061_col_06_9081,r061_col_07_0672,r061_col_08_7368,r061_col_09_9366,r061_col_10_3084,r061_col_11_5267,r061_col_12_9912,r061_col_13_7792,r061_col_14_8214,r061_col_15_2471,r061_col_16_1013,r061_col_17_7381,r061_col_18_1695,r061_col_19_5626,r061_col_20_1381,r061_col_21_8266,r061_col_22_2827,r061_col_23_0641,r061_col_24_4059,r061_col_25_7172
r062_col_01_7199,r062_col_02_8586,r062_col_03_8564,r062_col_04_9991,r062_col_05_2600,r062_col_06_5962,r062_col_07_6108,r062_col_08_4634,r062_col_09_6347,r062_col_10_6697,r062_col_11_5543,r062_col_12_9795,r062_col_13_0857,r062_col_14_5482,r062_col_15_1079,r062_col_16_5401,r062_col_17_1548,r062_col_18_9141,r062_col_19_6333,r062_col_20_4655,r062_col_21_4128,r062_col_22_9874,r062_col_23_2463,r062_col_24_5461,r062_col_25_1335
r063_col_01_9547,r063_col_02_2317,r063_col_03_5731,r063_col_04_5082,r063_col_05_6421,r063_col_06_2112,r063_col_07_9749,r063_col_08_1388,r063_col_09_5072,r063_col_10_9157,r063_col_11_6171,r063_col_12_5381,r063_col_13_2093,r063_col_14_8624,r063_col_15_1531,r063_col_16_6937,r063_col_17_8331,r063_col_18_5928,r063_col_19_0298,r063_col_20_5940,r063_col_21_5060,r063_col_22_2953,r063_col_23_3509,r063_col_24_5598,r063_col_25_7967
r064_col_01_3145,r064_col_02_3711,r064_col_03_2253,r064_col_04_2538,r064_col_05_1264,r064_col_06_4846,r064_col_07_1657,r064_col_08_8317,r064_col_09_8843,r064_col_10_8626,r064_col_11_0618,r064_col_12_5517,r064_col_13_2147,r064_col_14_9785,r064_col_15_6172,r064_col_16_2527,r064_col_17_2658,r064_col_18_2962,r064_col_19_2712,r064_col_20_7170,r064_col_21_0715,r064_col_22_6731,r064_col_23_5968,r064_col_24_3891,r064_col_25_7277
r065_col_01_4668,r065_col_02_7355,r065_col_03_3833,r065_col_04_8749,r065_col_05_3918,r065_col_06_5070,r065_col_07_7684,r065_col_08_3178,r065_col_09_6026,r065_col_10_9345,r065_col_11_7218,r065_col_12_7564,r065_col_13_4616,r065_col_14_6256,r065_col_15_8239,r065_col_16_8641,r065_col_17_6859,r065_col_18_2655,r065_col_19_3271,r065_col_20_9906,r065_col_21_2267,r065_col_22_4096,r065_col_23_0854,r065_col_24_7873,r065_col_25_6081
r066_col_01_9085,r066_col_02_1680,r066_col_03_8452,r066_col_04_2042,r066_col_05_4670,r066_col_06_1374,r066_col_07_2626,r066_col_08_4469,r066_col_09_7361,r066_col_10_8410,r066_col_11_2414,r066_col_12_7167,r066_col_13_1502,r066_col_14_3637,r066_col_15_7391,r066_col_16_5727,r066_col_17_0436,r066_col_18_6797,r066_col_19_0872,r066_col_20_6495,r066_col_21_8224,r066_col_22_6126,r066_col_23_3862,r066_col_24_6326,r066_col_25_1337
r067_col_01_6142,r067_col_02_3678,r067_col_03_0461,r067_col_04_5221,r067_col_05_1623,r067_col_06_5493,r067_col_07_2392,r067_col_08_2254,r067_col_09_0627,r067_col_10_4700,r067_col_11_7740,r067_col_12_2273,r067_col_13_7685,r067_col_14_7349,r067_col_15_0086,r067_col_16_1298,r067_col_17_0311,r067_col_18_4193,r067_col_19_3533,r067_col_20_2449,r067_col_21_8991,r067_col_22_9975,r067_col_23_8647,r067_col_24_6934,r067_col_25_1821
r068_col_01_4720,r068_col_02_3893,r068_col_03_4934,r068_col_04_1996,r068_col_05_0782,r068_col_06_3906,r068_col_07_6878,r068_col_08_7489,r068_col_09_1029,r068_col_10_1816,r068_col_11_8189,r068_col_12_9776,r068_col_13_8782,r068_col_14_0269,r068_col_15_8443,r068_col_16_9421,r068_col_17_3963,r068_col_18_2352,r068_col_19_4772,r068_col_20_7032,r068_col_21_0025,r068_col_22_5780,r068_col_23_3941,r068_col_24_9349,r068_col_25_6825
r069_col_01_3068,r069_col_02_1402,r069_col_03_8576,r069_col_04_5908,r069_col_05_1108,r069_col_06_8618,r069_col_07_8914,r069_col_08_8312,r069_col_09_8316,r069_col_10_9079,r069_col_11_0333,r069_col_12_6397,r069_col_13_7702,r069_col_14_0713,r069_col_15_6338,r069_col_16_6116,r069_col_17_4155,r069_col_18_0266,r069_col_19_5850,r069_col_20_1106,r069_col_21_5649,r069_col_22_3950,r069_col_23_1698,r069_col_24_9533,r069_col_25_5447
r070_col_01_2185,r070_col_02_0726,r070_col_03_5772,r070_col_04_8945,r070_col_05_5546,r070_col_06_2868,r070_col_07_7612,r070_col_08_7840,r070_col_09_2986,r070_col_10_2209,r070_col_11_1033,r070_col_12_7498,r070_col_13_0605,r070_col_14_4807,r070_col_15_3302,r070_col_16_0717,r070_col_17_3268,r070_col_18_0686,r070_col_19_5170,r070_col_20_5080,r070_col_21_8444,r070_col_22_6524,r070_col_23_8897,r070_col_24_7756,r070_col_25_4150
r071_col_01_0599,r071_col_02_3131,r071_col_03_4687,r071_col_04_5848,r071_col_05_0783,r071_col_06_5438,r071_col_07_4476,r071_col_08_2039,r071_col_09_6029,r071_col_10_7159,r071_col_11_6553,r071_col_12_7204,r071_col_13_6334,r071_col_14_5554,r071_col_15_3060,r071_col_16_8129,r071_col_17_8151,r071_col_18_6018,r071_col_19_8507,r071_col_20_4369,r071_col_21_1353,r071_col_22_6955,r071_col_23_1293,r071_col_24_7055,r071_col_25_9870
r072_col_01_2956,r072_col_02_8937,r072_col_03_4813,r072_col_04_5262,r072_col_05_1680,r072_col_06_1311,r072_col_07_5372,r072_col_08_4843,r072_col_09_5021,r072_col_10_7305,r072_col_11_9873,r072_col_12_6981,r072_col_13_2730,r072_col_14_7272,r072_col_15_5759,r072_col_16_7325,r072_col_17_0693,r072_col_18_5776,r072_col_19_7126,r072_col_20_4498,r072_col_21_0939,r072_col_22_1229,r072_col_23_6655,r072_col_24_5952,r072_col_25_8406
r073_col_01_2621,r073_col_02_0510,r073_col_03_2339,r073_col_04_9954,r073_col_05_7179,r073_col_06_0570,r073_col_07_2068,r073_col_08_1101,r073_col_09_3866,r073_col_10_6001,r073_col_11_5933,r073_col_12_6272,r073_col_13_9293,r073_col_14_0530,r073_col_15_9913,r073_col_16_2513,r073_col_17_7371,r073_col_18_6077,r073_col_19_6095,r073_col_20_7273,r073_col_21_1259,r073_col_22_9403,r073_col_23_2255,r073_col_24_8674,r073_col_25_6012
r074_col_01_6521,r074_col_02_5150,r074_col_03_4566,r074_col_04_4089,r074_col_05_1858,r074_col_06_0424,r074_col_07_3048,r074_col_08_8176,r074_col_09_8482,r074_col_10_6340,r074_col_11_9202,r074_col_12_1929,r074_col_13_4288,r074_col_14_4264,r074_col_15_7311,r074_col_16_3515,r074_col_17_4678,r074_col_18_8047,r074_col_19_3279,r074_col_20_2009,r074_col_21_2223,r074_col_22_1213,r074_col_23_7406,r074_col_24_2828,r074_col_25_7292
r075_col_01_1438,r075_col_02_5236,r075_col_03_5692,r075_col_04_1063,r075_col_05_9011,r075_col_06_8882,r075_col_07_4757,r075_col_08_4914,r075_col_09_2580,r075_col_10_2852,r075_col_11_5922,r075_col_12_8335,r075_col_13_3673,r075_col_14_1988,r075_col_15_3292,r075_col_16_2275,r075_col_17_3878,r075_col_18_8094,r075_col_19_0430,r075_col_20_5912,r075_col_21_9077,r075_col_22_9376,r075_col_23_6044,r075_col_24_7657,r075_col_25_9038
r076_col_01_2126,r076_col_02_1412,r076_col_03_1077,r076_col_04_5067,r076_col_05_6523,r076_col_06_7842,r076_col_07_8612,r076_col_08_6730,r076_col_09_6708,r076_col_10_9419,r076_col_11_1208,r076_col_12_2053,r076_col_13_5194,r076_col_14_1215,r076_col_15_7372,r076_col_16_7632,r076_col_17_8476,r076_col_18_5644,r076_col_19_2102,r076_col_20_9032,r076_col_21_9630,r076_col_22_2981,r076_col_23_2114,r076_col_24_7088,r076_col_25_8238
r077_col_01_0907,r077_col_02_2034,r077_col_03_8488,r077_col_04_2507,r077_col_05_4982,r077_col_06_2697,r077_col_07_2653,r077_col_08_5286,r077_col_09_3694,r077_col_10_5669,r077_col_11_8501,r077_col_12_4653,r077_col_13_1292,r077_col_14_4105,r077_col_15_3216,r077_col_16_9024,r077_col_17_4496,r077_col_18_2050,r077_col_19_4961,r077_col_20_8740,r077_col_21_1530,r077_col_22_8234,r077_col_23_2762,r077_col_24_9696,r077_col_25_9513
r078_col_01_2526,r078_col_02_2804,r078_col_03_9914,r078_col_04_5531,r078_col_05_9234,r078_col_06_0674,r078_col_07_0464,r078_col_08_1330,r078_col_09_0744,r078_col_10_9449,r078_col_11_4336,r078_col_12_3453,r078_col_13_9373,r078_col_14_6825,r078_col_15_0496,r078_col_16_8159,r078_col_17_8938,r078_col_18_4745,r078_col_19_4949,r078_col_20_7912,r078_col_21_4012,r078_col_22_6653,r078_col_23_4873,r078_col_24_7430,r078_col_25_1195
r079_col_01_0981,r079_col_02_2589,r079_col_03_7202,r079_col_04_6809,r079_col_05_7933,r079_col_06_7609,r079_col_07_3342,r079_col_08_5573,r079_col_09_9939,r079_col_10_2353,r079_col_11_5121,r079_col_12_5231,r079_col_13_5658,r079_col_14_6532,r079_col_15_2142,r079_col_16_6070,r079_col_17_8437,r079_col_18_9202,r079_col_19_1739,r079_col_20_5228,r079_col_21_3960,r079_col_22_7642,r079_col_23_2007,r079_col_24_4382,r079_col_25_7366
r080_col_01_4061,r080_col_02_2308,r080_col_03_1586,r080_col_04_0829,r080_col_05_4754,r080_col_06_6293,r080_col_07_6850,r080_col_08_4067,r080_col_09_2616,r080_col_10_5364,r080_col_11_9464,r080_col_12_5123,r080_col_13_3110,r080_col_14_2610,r080_col_15_8163,r080_col_16_8433,r080_col_17_7648,r080_col_18_8171,r080_col_19_5055,r080_col_20_8148,r080_col_21_0379,r080_col_22_1475,r080_col_23_6442,r080_col_24_8281,r080_col_25_7491
r081_col_01_3944,r081_col_02_3524,r081_col_03_9557,r081_col_04_5781,r081_col_05_0797,r081_col_06_0828,r081_col_07_4609,r081_col_08_8108,r081_col_09_9789,r081_col_10_7710,r081_col_11_4681,r081_col_12_8793,r081_col_13_0133,r081_col_14_1761,r081_col_15_7060,r081_col_16_2194,r081_col_17_4333,r081_col_18_5992,r081_col_19_6606,r081_col_20_5995,r081_col_21_0741,r081_col_22_6563,r081_col_23_0838,r081_col_24_9343,r081_col_25_9204
r082_col_01_3189,r082_col_02_5939,r082_col_03_9064,r082_col_04_4728,r082_col_05_1204,r082_col_06_6329,r082_col_07_8261,r082_col_08_7378,r082_col_09_9008,r082_col_10_4582,r082_col_11_1946,r082_col_12_2108,r082_col_13_1584,r082_col_14_6453,r082_col_15_6114,r082_col_16_5555,r082_col_17_9139,r082_col_18_5990,r082_col_19_2363,r082_col_20_3261,r082_col_21_9870,r082_col_22_8341,r082_col_23_6576,r082_col_24_8193,r082_col_25_0659
r083_col_01_0742,r083_col_02_0637,r083_col_03_2245,r083_col_04_5456,r083_col_05_7761,r083_col_06_8508,r083_col_07_7487,r083_col_08_2440,r083_col_09_9932,r083_col_10_8446,r083_col_11_2290,r083_col_12_5373,r083_col_13_5218,r083_col_14_2662,r083_col_15_6438,r083_col_16_4902,r083_col_17_9727,r083_col_18_5511,r083_col_19_8311,r083_col_20_8351,r083_col_21_8721,r083_col_22_8025,r083_col_23_9222,r083_col_24_4911,r083_col_25_7780
r084_col_01_0272,r084_col_02_6035,r084_col_03_5427,r084_col_04_1795,r084_col_05_6824,r084_col_06_9563,r084_col_07_5040,r084_col_08_0436,r084_col_09_9779,r084_col_10_7775,r084_col_11_4350,r084_col_12_9477,r084_col_13_9463,r084_col_14_3728,r084_col_15_0841,r084_col_16_9560,r084_col_17_7871,r084_col_18_2793,r084_col_19_8589,r084_col_20_6229,r084_col_21_2421,r084_col_22_3968,r084_col_23_0517,r084_col_24_9380,r084_col_25_1800
r085_col_01_3125,r085_col_02_0310,r085_col_03_7225,r085_col_04_5139,r085_col_05_6861,r085_col_06_2481,r085_col_07_6765,r085_col_08_3340,r085_col_09_6723,r085_col_10_8221,r085_col_11_7726,r085_col_12_1020,r085_col_13_2262,r085_col_14_8498,r085_col_15_3397,r085_col_16_9189,r085_col_17_5325,r085_col_18_7837,r085_col_19_8609,r085_col_20_6173,r085_col_21_5140,r085_col_22_2837,r085_col_23_7531,r085_col_24_8734,r085_col_25_5608
r086_col_01_8950,r086_col_02_5804,r086_col_03_4331,r086_col_04_9995,r086_col_05_7932,r086_col_06_3150,r086_col_07_4038,r086_col_08_4571,r086_col_09_9143,r086_col_10_4890,r086_col_11_3684,r086_col_12_4876,r086_col_13_4735,r086_col_14_3396,r086_col_15_8011,r086_col_16_5194,r086_col_17_7861,r086_col_18_5714,r086_col_19_9183,r086_col_20_4480,r086_col_21_4715,r086_col_22_1996,r086_col_23_9395,r086_col_24_8899,r086_col_25_6220
r087_col_01_6464,r087_col_02_5654,r087_col_03_2399,r087_col_04_4758,r087_col_05_0689,r087_col_06_4712,r087_col_07_1294,r087_col_08_5674,r087_col_09_7247,r087_col_10_4201,r087_col_11_7849,r087_col_12_3505,r087_col_13_3310,r087_col_14_8824,r087_col_15_4442,r087_col_16_9208,r087_col_17_4450,r087_col_18_2249,r087_col_19_1789,r087_col_20_9614,r087_col_21_3920,r087_col_22_3972,r087_col_23_0831,r087_col_24_8700,r087_col_25_3697
r088_col_01_3814,r088_col_02_0860,r088_col_03_1641,r088_col_04_6771,r088_col_05_5411,r088_col_06_7739,r088_col_07_1647,r088_col_08_2252,r088_col_09_0084,r088_col_10_9016,r088_col_11_2587,r088_col_12_6666,r088_col_13_7793,r088_col_14_7822,r088_col_15_3267,r088_col_16_4706,r088_col_17_5262,r088_col_18_4676,r088_col_19_0969,r088_col_20_1465,r088_col_21_9406,r088_col_22_3804,r088_col_23_8767,r088_col_24_0611,r088_col_25_2868
r089_col_01_6846,r089_col_02_2880,r089_col_03_0595,r089_col_04_6504,r089_col_05_8116,r089_col_06_3052,r089_col_07_4742,r089_col_08_0613,r089_col_09_0151,r089_col_10_4888,r089_col_11_9305,r089_col_12_9875,r089_col_13_1758,r089_col_14_5489,r089_col_15_4662,r089_col_16_7444,r089_col_17_8901,r089_col_18_8590,r089_col_19_8092,r089_col_20_2198,r089_col_21_8261,r089_col_22_7668,r089_col_23_4470,r089_col_24_3159,r089_col_25_1845
r090_col_01_5417,r090_col_02_2662,r090_col_03_7518,r090_col_04_4215,r090_col_05_3050,r090_col_06_0230,r090_col_07_5523,r090_col_08_4833,r090_col_09_9302,r090_col_10_3164,r090_col_11_2875,r090_col_12_6643,r090_col_13_7007,r090_col_14_8442,r090_col_15_5372,r090_col_16_1421,r090_col_17_6567,r090_col_18_1562,r090_col_19_3027,r090_col_20_2303,r090_col_21_7822,r090_col_22_5301,r090_col_23_4064,r090_col_24_0111,r090_col_25_4272
r091_col_01_6284,r091_col_02_3858,r091_col_03_7319,r091_col_04_4374,r091_col_05_5400,r091_col_06_4947,r091_col_07_9543,r091_col_08_9386,r091_col_09_0187,r091_col_10_4285,r091_col_11_5890,r091_col_12_3871,r091_col_13_1017,r091_col_14_1936,r091_col_15_7625,r091_col_16_5026,r091_col_17_2616,r091_col_18_6642,r091_col_19_8233,r091_col_20_5095,r091_col_21_1923,r091_col_22_4833,r091_col_23_6021,r091_col_24_3618,r091_col_25_3590
r092_col_01_2188,r092_col_02_7834,r092_col_03_2509,r092_col_04_7454,r092_col_05_9924,r092_col_06_6121,r092_col_07_6813,r092_col_08_8998,r092_col_09_7714,r092_col_10_8806,r092_col_11_3578,r092_col_12_4054,r092_col_13_9761,r092_col_14_1341,r092_col_15_8609,r092_col_16_7319,r092_col_17_8653,r092_col_18_5927,r092_col_19_1279,r092_col_20_9243,r092_col_21_1838,r092_col_22_1011,r092_col_23_8972,r092_col_24_8281,r092_col_25_3312
r093_col_01_9383,r093_col_02_8792,r093_col_03_2455,r093_col_04_2695,r093_col_05_5375,r093_col_06_8525,r093_col_07_7239,r093_col_08_1904,r093_col_09_3365,r093_col_10_9554,r093_col_11_8008,r093_col_12_1489,r093_col_13_8361,r093_col_14_7298,r093_col_15_0911,r093_col_16_7429,r093_col_17_2161,r093_col_18_8409,r093_col_19_6806,r093_col_20_7484,r093_col_21_9239,r093_col_22_0945,r093_col_23_9155,r093_col_24_7575,r093_col_25_5049
r094_col_01_0356,r094_col_02_6487,r094_col_03_4169,r094_col_04_0049,r094_col_05_3570,r094_col_06_9475,r094_col_07_1196,r094_col_08_0742,r094_col_09_6941,r094_col_10_5644,r094_col_11_1044,r094_col_12_8866,r094_col_13_0987,r094_col_14_1130,r094_col_15_7734,r094_col_16_0519,r094_col_17_4703,r094_col_18_6698,r094_col_19_2948,r094_col_20_2218,r094_col_21_6887,r094_col_22_6135,r094_col_23_6266,r094_col_24_7348,r094_col_25_6184
r095_col_01_6154,r095_col_02_1314,r095_col_03_8835,r095_col_04_2178,r095_col_05_5697,r095_col_06_1943,r095_col_07_2924,r095_col_08_8802,r095_col_09_6439,r095_col_10_8664,r095_col_11_2086,r095_col_12_3648,r095_col_13_0056,r095_col_14_0372,r095_col_15_4888,r095_col_16_7585,r095_col_17_8920,r095_col_18_6948,r095_col_19_8715,r095_col_20_6214,r095_col_21_3762,r095_col_22_4055,r095_col_23_7546,r095_col_24_5671,r095_col_25_2541
r096_col_01_4516,r096_col_02_3088,r096_col_03_1848,r096_col_04_0527,r096_col_05_6868,r096_col_06_0256,r096_col_07_3943,r096_col_08_3376,r096_col_09_1102,r096_col_10_1653,r096_col_11_9731,r096_col_12_0550,r096_col_13_7314,r096_col_14_9794,r096_col_15_0797,r096_col_16_4009,r096_col_17_0724,r096_col_18_6590,r096_col_19_7191,r096_col_20_3839,r096_col_21_8843,r096_col_22_3559,r096_col_23_0924,r096_col_24_2295,r096_col_25_8255
r097_col_01_4739,r097_col_02_3836,r097_col_03_9438,r097_col_04_5224,r097_col_05_9461,r097_col_06_9796,r097_col_07_5253,r097_col_08_3881,r097_col_09_4944,r097_col_10_2347,r097_col_11_8540,r097_col_12_3621,r097_col_13_6775,r097_col_14_4923,r097_col_15_4508,r097_col_16_0998,r097_col_17_9121,r097_col_18_9693,r097_col_19_2869,r097_col_20_6999,r097_col_21_9107,r097_col_22_8120,r097_col_23_0768,r097_col_24_5642,r097_col_25_6244
r098_col_01_8592,r098_col_02_5222,r098_col_03_6821,r098_col_04_6688,r098_col_05_2444,r098_col_06_4913,r098_col_07_6167,r098_col_08_3012,r098_col_09_8813,r098_col_10_7758,r098_col_11_3948,r098_col_12_3692,r098_col_13_4927,r098_col_14_2365,r098_col_15_7586,r098_col_16_0944,r098_col_17_9214,r098_col_18_6761,r098_col_19_6824,r098_col_20_9130,r098_col_21_8683,r098_col_22_2196,r098_col_23_6363,r098_col_24_3978,r098_col_25_4177
r099_col_01_3331,r099_col_02_5411,r099_col_03_1295,r099_col_04_7369,r099_col_05_6079,r099_col_06_1514,r099_col_07_8775,r099_col_08_3120,r099_col_09_0844,r099_col_10_4398,r099_col_11_6179,r099_col_12_9911,r099_col_13_9878,r099_col_14_0647,r099_col_15_1192,r099_col_16_3082,r099_col_17_9626,r099_col_18_9156,r099_col_19_3555,r099_col_20_7854,r099_col_21_3422,r099_col_22_5455,r099_col_23_4967,r099_col_24_0251,r099_col_25_3470
r100_col_01_3113,r100_col_02_1922,r100_col_03_7846,r100_col_04_3974,r100_col_05_9902,r100_col_06_3350,r100_col_07_6498,r100_col_08_3921,r100_col_09_9045,r100_col_10_5269,r100_col_11_4637,r100_col_12_6236,r100_col_13_7639,r100_col_14_8743,r100_col_15_5886,r100_col_16_5053,r100_col_17_4285,r100_col_18_5892,r100_col_19_8401,r100_col_20_8147,r100_col_21_7635,r100_col_22_1615,r100_col_23_7692,r100_col_24_5246,r100_col_25_3328
r101_col_01_6073,r101_col_02_5126,r101_col_03_6781,r101_col_04_0749,r101_col_05_9216,r101_col_06_3625,r101_col_07_2390,r101_col_08_0265,r101_col_09_4272,r101_col_10_9065,r101_col_11_9568,r101_col_12_9488,r101_col_13_6841,r101_col_14_4836,r101_col_15_2497,r101_col_16_3214,r101_col_17_5404,r101_col_18_3768,r101_col_19_6223,r101_col_20_9335,r101_col_21_4026,r101_col_22_8180,r101_col_23_9021,r101_col_24_5530,r101_col_25_4216
r102_col_01_8005,r102_col_02_8037,r102_col_03_7550,r102_col_04_2756,r102_col_05_5770,r102_col_06_2773,r102_col_07_2293,r102_col_08_8954,r102_col_09_8000,r102_col_10_3015,r102_col_11_8882,r102_col_12_0962,r102_col_13_8584,r102_col_14_0554,r102_col_15_1217,r102_col_16_0794,r102_col_17_0104,r102_col_18_6756,r102_col_19_2252,r102_col_20_3791,r102_col_21_1113,r102_col_22_2474,r102_col_23_0149,r102_col_24_3583,r102_col_25_8285
r103_col_01_7471,r103_col_02_6114,r103_col_03_0990,r103_col_04_7916,r103_col_05_7993,r103_col_06_0257,r103_col_07_0108,r103_col_08_8719,r103_col_09_9038,r103_col_10_6739,r103_col_11_0194,r103_col_12_0274,r103_col_13_8673,r103_col_14_4501,r103_col_15_8777,r103_col_16_4697,r103_col_17_0280,r103_col_18_8228,r103_col_19_7054,r103_col_20_2937,r103_col_21_1753,r103_col_22_1578,r103_col_23_8591,r103_col_24_2439,r103_col_25_3948
r104_col_01_3144,r104_col_02_8625,r104_col_03_4135,r104_col_04_5807,r104_col_05_4379,r104_col_06_6502,r104_col_07_1294,r104_col_08_6112,r104_col_09_6652,r104_col_10_7520,r104_col_11_9256,r104_col_12_3984,r104_col_13_3700,r104_col_14_4914,r104_col_15_1320,r104_col_16_0519,r104_col_17_1531,r104_col_18_6640,r104_col_19_6213,r104_col_20_6179,r104_col_21_9055,r104_col_22_7798,r104_col_23_0919,r104_col_24_0154,r104_col_25_2807
r105_col_01_1354,r105_col_02_8189,r105_col_03_7109,r105_col_04_5427,r105_col_05_9270,r105_col_06_1562,r105_col_07_8653,r105_col_08_0697,r105_col_09_3764,r105_col_10_3463,r105_col_11_9286,r105_col_12_7790,r105_col_13_4441,r105_col_14_0762,r105_col_15_1218,r105_col_16_4593,r105_col_17_8897,r105_col_18_9232,r105_col_19_0539,r105_col_20_2938,r105_col_21_5152,r105_col_22_0256,r105_col_23_3394,r105_col_24_9617,r105_col_25_2362
